# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
0.0181012     	smoothSolver	1.707300e-04	7.429090e-06	2	1.839630e-03	6.512910e-06	5	false	GAMG	1.910320e-02	1.066750e-04	5	true
0.0182472     	smoothSolver	1.700530e-04	7.343280e-06	2	1.832080e-03	6.406210e-06	5	false	GAMG	1.887380e-02	1.055890e-04	5	true
0.0183933     	smoothSolver	1.693830e-04	7.258830e-06	2	1.824580e-03	6.301470e-06	5	false	GAMG	1.866340e-02	1.045090e-04	5	true
0.0185394     	smoothSolver	1.687200e-04	7.175670e-06	2	1.817100e-03	6.198800e-06	5	false	GAMG	1.841910e-02	1.034670e-04	5	true
0.0186854     	smoothSolver	1.680650e-04	7.093870e-06	2	1.809660e-03	6.098030e-06	5	false	GAMG	1.816010e-02	1.024520e-04	5	true
0.0188315     	smoothSolver	1.674180e-04	7.013350e-06	2	1.802210e-03	5.999260e-06	5	false	GAMG	1.800930e-02	1.015070e-04	5	true
0.0189776     	smoothSolver	1.667770e-04	6.934090e-06	2	1.794790e-03	5.902330e-06	5	false	GAMG	1.779760e-02	1.004290e-04	5	true
0.0191236     	smoothSolver	1.661430e-04	6.855980e-06	2	1.787470e-03	5.807260e-06	5	false	GAMG	1.754850e-02	9.954310e-05	5	true
0.0192697     	smoothSolver	1.655170e-04	6.779080e-06	2	1.780130e-03	5.713980e-06	5	false	GAMG	1.734500e-02	9.859040e-05	5	true
0.0194157     	smoothSolver	1.648970e-04	6.703360e-06	2	1.772860e-03	5.622490e-06	5	false	GAMG	1.711130e-02	9.769070e-05	5	true
0.0195618     	smoothSolver	1.642840e-04	6.628860e-06	2	1.765620e-03	5.532740e-06	5	false	GAMG	1.693610e-02	9.678410e-05	5	true
0.0197079     	smoothSolver	1.636770e-04	6.555480e-06	2	1.758470e-03	5.444690e-06	5	false	GAMG	1.675200e-02	9.594920e-05	5	true
0.0198539     	smoothSolver	1.630740e-04	6.483260e-06	2	1.751380e-03	5.358290e-06	5	false	GAMG	1.660690e-02	9.514210e-05	5	true
0.02          	smoothSolver	1.624810e-04	6.412190e-06	2	1.744320e-03	5.273520e-06	5	false	GAMG	1.642610e-02	9.416800e-05	5	true
0.0201471     	smoothSolver	1.629920e-04	6.443650e-06	2	1.749210e-03	5.319370e-06	5	false	GAMG	1.628540e-02	9.706700e-05	5	true
0.0202941     	smoothSolver	1.623520e-04	6.377180e-06	2	1.741710e-03	5.239010e-06	5	false	GAMG	1.609940e-02	9.243380e-05	5	true
0.0204412     	smoothSolver	1.617840e-04	6.307470e-06	2	1.734890e-03	5.155210e-06	5	false	GAMG	1.591140e-02	9.245880e-05	5	true
0.0205905     	smoothSolver	1.637180e-04	6.469420e-06	2	1.754880e-03	5.366550e-06	5	false	GAMG	1.607950e-02	9.966100e-05	5	true
0.0207399     	smoothSolver	1.630170e-04	6.407620e-06	2	1.746580e-03	5.290030e-06	5	false	GAMG	1.589850e-02	9.036380e-05	5	true
0.0208892     	smoothSolver	1.624660e-04	6.336730e-06	2	1.739800e-03	5.203560e-06	5	false	GAMG	1.569240e-02	9.142780e-05	5	true
0.0210386     	smoothSolver	1.618860e-04	6.269010e-06	2	1.732690e-03	9.952280e-06	4	false	GAMG	1.424860e-02	1.112520e-04	5	true
0.021188      	smoothSolver	1.611860e-04	6.205210e-06	2	1.725080e-03	9.877100e-06	4	false	GAMG	1.438730e-02	1.002040e-04	5	true
0.0213373     	smoothSolver	1.606560e-04	6.137880e-06	2	1.718330e-03	9.719730e-06	4	false	GAMG	1.419700e-02	1.012810e-04	5	true
0.0214867     	smoothSolver	1.600940e-04	6.072760e-06	2	1.711480e-03	9.582400e-06	4	false	GAMG	1.395990e-02	9.993340e-05	5	true
0.021636      	smoothSolver	1.595480e-04	6.008570e-06	2	1.704810e-03	9.441410e-06	4	false	GAMG	1.381740e-02	9.916310e-05	5	true
0.0217854     	smoothSolver	1.590060e-04	5.945190e-06	2	1.698230e-03	9.305600e-06	4	false	GAMG	1.366140e-02	9.827780e-05	5	true
0.0219347     	smoothSolver	1.584700e-04	5.882890e-06	2	1.691720e-03	9.170180e-06	4	false	GAMG	1.352940e-02	9.744990e-05	5	true
0.0220841     	smoothSolver	1.579390e-04	5.821410e-06	2	1.685270e-03	9.038370e-06	4	false	GAMG	1.339770e-02	9.662800e-05	5	true
0.0222335     	smoothSolver	1.574130e-04	5.760980e-06	2	1.678890e-03	8.907750e-06	4	false	GAMG	1.326230e-02	9.579830e-05	5	true
0.0223828     	smoothSolver	1.568930e-04	5.701310e-06	2	1.672540e-03	8.780100e-06	4	false	GAMG	1.317810e-02	9.507700e-05	5	true
0.0225322     	smoothSolver	1.563770e-04	5.642550e-06	2	1.666170e-03	8.653970e-06	4	false	GAMG	1.304630e-02	9.417870e-05	5	true
0.0226815     	smoothSolver	1.558650e-04	5.584550e-06	2	1.659890e-03	8.530370e-06	4	false	GAMG	1.287390e-02	9.347960e-05	5	true
0.0228309     	smoothSolver	1.553600e-04	5.527420e-06	2	1.653580e-03	8.408500e-06	4	false	GAMG	1.274390e-02	9.272610e-05	5	true
0.0229802     	smoothSolver	1.548590e-04	5.471060e-06	2	1.647300e-03	8.288950e-06	4	false	GAMG	1.256220e-02	9.199800e-05	5	true
